"system_index","OBJECTID","ndvi","pixel_qa",
1_1_LT05_066015_20010115,1,0.770562261,80,
1_1_LT05_066015_20010131,1,0.738674201,80,
1_1_LT05_066015_20010216,1,0.702257686,80,
1_1_LT05_066015_20010304,1,0.694124888,80,
1_1_LT05_066015_20010320,1,0.778640179,80,
1_1_LT05_066015_20010405,1,0.798920672,80,
1_1_LT05_066015_20010421,1,0.749824443,80,
1_1_LT05_066015_20010507,1,0.693222399,80,
1_1_LT05_066015_20010523,1,0.839825938,80,
1_1_LT05_066015_20010608,1,0.688165834,80,
1_1_LT05_066015_20010624,1,0.756782461,80,
1_1_LT05_066015_20010710,1,0.723845081,80,
1_1_LT05_066015_20010726,1,0.691700578,80,
1_1_LT05_066015_20010811,1,0.799616546,80,
1_1_LT05_066015_20010827,1,0.764095071,80,
1_1_LT05_066015_20010912,1,0.702402817,80,
1_1_LT05_066015_20010928,1,0.805230989,80,
1_1_LT05_066015_20011014,1,0.682636586,80,
1_1_LT05_066015_20011030,1,0.782012908,80,
1_1_LT05_066015_20011115,1,0.761355991,80,
1_1_LT05_066015_20011201,1,0.845459644,80,
1_1_LT05_066015_20011217,1,0.67345726,80,
1_1_LT05_066015_20020102,1,0.810543213,80,
1_1_LT05_066015_20020118,1,0.708280275,80,
1_1_LT05_066015_20020203,1,0.756815085,80,
1_1_LT05_066015_20020219,1,0.688058627,80,
1_1_LT05_066015_20020307,1,0.703712575,80,
1_1_LT05_066015_20020323,1,0.81297271,80,
1_1_LT05_066015_20020408,1,0.713909782,80,
1_1_LT05_066015_20020424,1,0.795379566,80,
1_1_LT05_066015_20020510,1,0.857389093,80,
1_1_LT05_066015_20020526,1,0.795533629,80,
1_1_LT05_066015_20020611,1,0.789870801,80,
1_1_LT05_066015_20020627,1,0.726653754,80,
1_1_LT05_066015_20020713,1,0.763860649,80,
1_1_LT05_066015_20020729,1,0.748000863,80,
1_1_LT05_066015_20020814,1,0.732439334,80,
1_1_LT05_066015_20020830,1,0.749202141,80,
1_1_LT05_066015_20020915,1,0.69855408,80,
1_1_LT05_066015_20021001,1,0.744327218,80,
1_1_LT05_066015_20021017,1,0.846119828,80,
1_1_LT05_066015_20021102,1,0.803783461,80,
1_1_LT05_066015_20021118,1,0.802837903,80,
1_1_LT05_066015_20021204,1,0.854491295,80,
1_1_LT05_066015_20021220,1,0.677829065,80,
1_1_LT05_066015_20030105,1,0.865428372,80,
1_1_LT05_066015_20030121,1,0.824472496,80,
1_1_LT05_066015_20030206,1,0.761922556,80,
1_1_LT05_066015_20030222,1,0.725229657,80,
1_1_LT05_066015_20030310,1,0.766612553,80,
1_1_LT05_066015_20030326,1,0.826519284,80,
1_1_LT05_066015_20030411,1,0.866028967,80,
1_1_LT05_066015_20030427,1,0.840877156,80,
1_1_LT05_066015_20030513,1,0.773765824,80,
1_1_LT05_066015_20030529,1,0.757452672,80,
1_1_LT05_066015_20030614,1,0.677320492,80,
1_1_LT05_066015_20030630,1,0.869611934,80,
1_1_LT05_066015_20030716,1,0.873022857,80,
1_1_LT05_066015_20030801,1,0.831284608,80,
1_1_LT05_066015_20030817,1,0.841252012,80,
1_1_LT05_066015_20030902,1,0.854068199,80,
1_1_LT05_066015_20030918,1,0.727571326,80,
1_1_LT05_066015_20031004,1,0.694101481,80,
1_1_LT05_066015_20031020,1,0.853887752,80,
1_1_LT05_066015_20031105,1,0.855501809,80,
1_1_LT05_066015_20031121,1,0.809168439,80,
1_1_LT05_066015_20031207,1,0.743263985,80,
1_1_LT05_066015_20031223,1,0.854332995,80,
1_1_LT05_066015_20040108,1,0.760360551,80,
1_1_LT05_066015_20040124,1,0.845456562,80,
1_1_LT05_066015_20040209,1,0.81036782,80,
1_1_LT05_066015_20040225,1,0.799664659,80,
1_1_LT05_066015_20040312,1,0.691649355,80,
1_1_LT05_066015_20040328,1,0.788618009,80,
1_1_LT05_066015_20040413,1,0.692359871,80,
1_1_LT05_066015_20040429,1,0.80675053,80,
1_1_LT05_066015_20040515,1,0.839835004,80,
1_1_LT05_066015_20040531,1,0.775322741,80,
1_1_LT05_066015_20040616,1,0.765265584,80,
1_1_LT05_066015_20040702,1,0.856477249,80,
1_1_LT05_066015_20040718,1,0.731291853,80,
1_1_LT05_066015_20040803,1,0.842685161,80,
1_1_LT05_066015_20040819,1,0.785557769,80,
1_1_LT05_066015_20040904,1,0.834841232,80,
1_1_LT05_066015_20040920,1,0.729548952,80,
1_1_LT05_066015_20041006,1,0.822579529,80,
1_1_LT05_066015_20041022,1,0.748310143,80,
1_1_LT05_066015_20041107,1,0.726812876,80,
1_1_LT05_066015_20041123,1,0.719422053,80,
1_1_LT05_066015_20041209,1,0.738378065,80,
1_1_LT05_066015_20041225,1,0.815178713,80,
1_1_LT05_066015_20050110,1,0.745734303,80,
1_1_LT05_066015_20050126,1,0.875779601,80,
1_1_LT05_066015_20050211,1,0.848922237,80,
1_1_LT05_066015_20050227,1,0.678039355,80,
1_1_LT05_066015_20050315,1,0.851311505,80,
1_1_LT05_066015_20050331,1,0.721417775,80,
1_1_LT05_066015_20050416,1,0.859478705,80,
1_1_LT05_066015_20050502,1,0.83539008,80,
1_1_LT05_066015_20050518,1,0.761535148,80,
1_1_LT05_066015_20050603,1,0.839226835,80,
1_1_LT05_066015_20050619,1,0.829934955,80,
1_1_LT05_066015_20050705,1,0.87603238,80,
1_1_LT05_066015_20050721,1,0.852302671,80,
1_1_LT05_066015_20050806,1,0.687293395,80,
1_1_LT05_066015_20050822,1,0.793581742,80,
1_1_LT05_066015_20050907,1,0.787215824,80,
1_1_LT05_066015_20050923,1,0.85581007,80,
1_1_LT05_066015_20051009,1,0.759827494,80,
1_1_LT05_066015_20051025,1,0.682229012,80,
1_1_LT05_066015_20051110,1,0.838868015,80,
1_1_LT05_066015_20051126,1,0.876831372,80,
1_1_LT05_066015_20051212,1,0.684999887,80,
1_1_LT05_066015_20051228,1,0.76796636,80,
1_1_LT05_066015_20060113,1,0.7654737,80,
1_1_LT05_066015_20060129,1,0.776960098,80,
1_1_LT05_066015_20060214,1,0.697916151,80,
1_1_LT05_066015_20060302,1,0.704291377,80,
1_1_LT05_066015_20060318,1,0.816891824,80,
1_1_LT05_066015_20060403,1,0.792085912,80,
1_1_LT05_066015_20060419,1,0.760577191,80,
1_1_LT05_066015_20060505,1,0.830846144,80,
1_1_LT05_066015_20060521,1,0.74559536,80,
1_1_LT05_066015_20060606,1,0.86028394,80,
1_1_LT05_066015_20060622,1,0.814015658,80,
1_1_LT05_066015_20060708,1,0.763877586,80,
1_1_LT05_066015_20060724,1,0.804245668,80,
1_1_LT05_066015_20060809,1,0.808949301,80,
1_1_LT05_066015_20060825,1,0.735839755,80,
1_1_LT05_066015_20060910,1,0.751456407,80,
1_1_LT05_066015_20060926,1,0.78387429,80,
1_1_LT05_066015_20061012,1,0.806174084,80,
1_1_LT05_066015_20061028,1,0.707663139,80,
1_1_LT05_066015_20061113,1,0.685665697,80,
1_1_LT05_066015_20061129,1,0.712194599,80,
1_1_LT05_066015_20061215,1,0.837981299,80,
1_1_LT05_066015_20061231,1,0.857567358,80,
1_1_LT05_066015_20070116,1,0.834648816,80,
1_1_LT05_066015_20070201,1,0.838331897,80,
1_1_LT05_066015_20070217,1,0.725557434,80,
1_1_LT05_066015_20070305,1,0.778747801,80,
1_1_LT05_066015_20070321,1,0.723745319,80,
1_1_LT05_066015_20070406,1,0.823396276,80,
1_1_LT05_066015_20070422,1,0.85340346,80,
1_1_LT05_066015_20070508,1,0.737152104,80,
1_1_LT05_066015_20070524,1,0.696504184,80,
1_1_LT05_066015_20070609,1,0.772568063,80,
1_1_LT05_066015_20070625,1,0.719154616,80,
1_1_LT05_066015_20070711,1,0.688363988,80,
1_1_LT05_066015_20070727,1,0.733445253,80,
1_1_LT05_066015_20070812,1,0.787650953,80,
1_1_LT05_066015_20070828,1,0.87075209,80,
1_1_LT05_066015_20070913,1,0.787685161,80,
1_1_LT05_066015_20070929,1,0.772054212,80,
1_1_LT05_066015_20071015,1,0.808189103,80,
1_1_LT05_066015_20071031,1,0.802348835,80,
1_1_LT05_066015_20071116,1,0.794838807,80,
1_1_LT05_066015_20071202,1,0.705655562,80,
1_1_LT05_066015_20071218,1,0.760909039,80,
1_1_LT05_066015_20080103,1,0.755127055,80,
1_1_LT05_066015_20080119,1,0.735503588,80,
1_1_LT05_066015_20080204,1,0.78080895,80,
1_1_LT05_066015_20080220,1,0.713938037,80,
1_1_LT05_066015_20080307,1,0.788618451,80,
1_1_LT05_066015_20080323,1,0.713959666,80,
1_1_LT05_066015_20080408,1,0.84358745,80,
1_1_LT05_066015_20080424,1,0.872855885,80,
1_1_LT05_066015_20080510,1,0.829385935,80,
1_1_LT05_066015_20080526,1,0.695631677,80,
1_1_LT05_066015_20080611,1,0.775681383,80,
1_1_LT05_066015_20080627,1,0.778614465,80,
1_1_LT05_066015_20080713,1,0.686312814,80,
1_1_LT05_066015_20080729,1,0.689672025,80,
1_1_LT05_066015_20080814,1,0.733019219,80,
1_1_LT05_066015_20080830,1,0.707559012,80,
1_1_LT05_066015_20080915,1,0.745792264,80,
1_1_LT05_066015_20081001,1,0.790905519,80,
1_1_LT05_066015_20081017,1,0.870797733,80,
1_1_LT05_066015_20081102,1,0.78632027,80,
1_1_LT05_066015_20081118,1,0.823696618,80,
1_1_LT05_066015_20081204,1,0.781810635,80,
1_1_LT05_066015_20081220,1,0.787615872,80,
1_1_LT05_066015_20090105,1,0.867345803,80,
1_1_LT05_066015_20090121,1,0.759027795,80,
1_1_LT05_066015_20090206,1,0.78641231,80,
1_1_LT05_066015_20090222,1,0.854186418,80,
1_1_LT05_066015_20090310,1,0.697942066,80,
1_1_LT05_066015_20090326,1,0.851394301,80,
1_1_LT05_066015_20090411,1,0.860922322,80,
1_1_LT05_066015_20090427,1,0.818378284,80,
1_1_LT05_066015_20090513,1,0.722433159,80,
1_1_LT05_066015_20090529,1,0.851372956,80,
1_1_LT05_066015_20090614,1,0.867671609,80,
1_1_LT05_066015_20090630,1,0.840600313,80,
1_1_LT05_066015_20090716,1,0.832581168,80,
1_1_LT05_066015_20090801,1,0.692395382,80,
1_1_LT05_066015_20090817,1,0.883439716,80,
1_1_LT05_066015_20090902,1,0.860228751,80,
1_1_LT05_066015_20090918,1,0.757042222,80,
1_1_LT05_066015_20091004,1,0.764644503,80,
1_1_LT05_066015_20091020,1,0.722406385,80,
1_1_LT05_066015_20091105,1,0.772383039,80,
1_1_LT05_066015_20091121,1,0.775372881,80,
1_1_LT05_066015_20091207,1,0.848851684,80,
1_1_LT05_066015_20091223,1,0.883645309,80,
1_1_LT05_066015_20100108,1,0.762487139,80,
1_1_LT05_066015_20100124,1,0.732842947,80,
1_1_LT05_066015_20100209,1,0.697177507,80,
1_1_LT05_066015_20100225,1,0.769460341,80,
1_1_LT05_066015_20100313,1,0.791234078,80,
1_1_LT05_066015_20100329,1,0.834057071,80,
1_1_LT05_066015_20100414,1,0.846914071,80,
1_1_LT05_066015_20100430,1,0.785310461,80,
1_1_LT05_066015_20100516,1,0.796091612,80,
1_1_LT05_066015_20100601,1,0.76628229,80,
1_1_LT05_066015_20100617,1,0.835150587,80,
1_1_LT05_066015_20100703,1,0.76050885,80,
1_1_LT05_066015_20100719,1,0.820570201,80,
1_1_LT05_066015_20100804,1,0.863240316,80,
1_1_LT05_066015_20100820,1,0.77824528,80,
1_1_LT05_066015_20100905,1,0.7567677,80,
1_1_LT05_066015_20100921,1,0.868799664,80,
1_1_LT05_066015_20101007,1,0.704324224,80,
1_1_LT05_066015_20101023,1,0.818687965,80,
1_1_LT05_066015_20101108,1,0.884667381,80,
1_1_LT05_066015_20101124,1,0.763573874,80,
1_1_LT05_066015_20101210,1,0.693176411,80,
1_1_LT05_066015_20101226,1,0.830803564,80,
1_1_LT05_066015_20110111,1,0.752633172,80,
1_1_LT05_066015_20110127,1,0.746376649,80,
1_1_LT05_066015_20110212,1,0.851265063,80,
1_1_LT05_066015_20110228,1,0.802922794,80,
1_1_LT05_066015_20110316,1,0.816007655,80,
1_1_LT05_066015_20110401,1,0.812931109,80,
1_1_LT05_066015_20110417,1,0.815702076,80,
1_1_LT05_066015_20110503,1,0.801454136,80,
1_1_LT05_066015_20110519,1,0.753195446,80,
1_1_LT05_066015_20110604,1,0.835956157,80,
1_1_LT05_066015_20110620,1,0.773597121,80,
1_1_LT05_066015_20110706,1,0.765100272,80,
1_1_LT05_066015_20110722,1,0.726848829,80,
1_1_LT05_066015_20110807,1,0.719088776,80,
1_1_LT05_066015_20110823,1,0.753811327,80,
1_1_LT05_066015_20110908,1,0.761093053,80,
1_1_LT05_066015_20110924,1,0.875884618,80,
1_1_LT05_066015_20111010,1,0.790025683,80,
1_1_LT05_066015_20111026,1,0.818135785,80,
1_1_LT05_066015_20111111,1,0.711345919,80,
1_1_LT05_066015_20111127,1,0.783326381,80,
1_1_LT05_066015_20111213,1,0.854324872,80,
1_1_LT05_066015_20111229,1,0.731110558,80,
1_1_LT05_066015_20120114,1,0.785567505,80,
1_1_LT05_066015_20120130,1,0.838618145,80,
1_1_LT05_066015_20120215,1,0.754158443,80,
1_1_LT05_066015_20120302,1,0.783536021,80,
1_1_LT05_066015_20120318,1,0.750889682,80,
1_1_LT05_066015_20120403,1,0.833518114,80,
1_1_LT05_066015_20120419,1,0.813016997,80,
1_1_LT05_066015_20120505,1,0.796950821,80,
1_1_LT05_066015_20120521,1,0.798184062,80,
1_1_LT05_066015_20120606,1,0.70001893,80,
1_1_LT05_066015_20120622,1,0.805194578,80,
1_1_LT05_066015_20120708,1,0.8622961,80,
1_1_LT05_066015_20120724,1,0.725240958,80,
1_1_LT05_066015_20120809,1,0.729324479,80,
1_1_LT05_066015_20120825,1,0.723944157,80,
1_1_LT05_066015_20120910,1,0.790866245,80,
1_1_LT05_066015_20120926,1,0.755485086,80,
1_1_LT05_066015_20121012,1,0.84621308,80,
1_1_LT05_066015_20121028,1,0.821732088,80,
1_1_LT05_066015_20121113,1,0.705500861,80,
1_1_LT05_066015_20121129,1,0.765411853,80,
1_1_LT05_066015_20121215,1,0.857373631,80,
1_1_LT05_066015_20121231,1,0.737100123,80,
1_1_LT05_066015_20130116,1,0.875990666,80,
1_1_LT05_066015_20130201,1,0.734927212,80,
1_1_LT05_066015_20130217,1,0.864796394,80,
1_1_LT05_066015_20130305,1,0.842360556,80,
1_1_LT05_066015_20130321,1,0.826030073,80,
1_1_LT05_066015_20130406,1,0.773994222,80,
1_1_LT05_066015_20130422,1,0.75270257,80,
1_1_LT05_066015_20130508,1,0.796691414,80,
1_1_LT05_066015_20130524,1,0.87221597,80,
1_1_LT05_066015_20130609,1,0.700021773,80,
